SOC_Code,Occupation,OCC,Census_Occupation_Title,Group,Group_Name,OCC2010,OCC2010_Occupation_Title
43-9081.00,Proofreaders and Copy Markers,5910,Proofreaders and copy markers,43,Office and Administrative Support Occupations,5910,Proofreaders and Copy Markers
43-9111.00,Statistical Assistants,5920,Statistical assistants,43,Office and Administrative Support Occupations,5920,Statistical Assistants
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",6005,"First-line supervisors of farming, fishing, and forestry workers",45,"Farming, Fishing, and Forestry Occupations",6005,"First-Line Supervisors of Farming, Fishing, and Forestry Workers"
45-2011.00,Agricultural Inspectors,6010,Agricultural inspectors,45,"Farming, Fishing, and Forestry Occupations",6010,Agricultural Inspectors
45-2021.00,Animal Breeders,6020,Animal breeders,45,"Farming, Fishing, and Forestry Occupations",6020,Animal Breeders
45-2041.00,"Graders and Sorters, Agricultural Products",6040,"Graders and sorters, agricultural products",45,"Farming, Fishing, and Forestry Occupations",6040,"Graders and Sorters, Agricultural Products"
45-2091.00,Agricultural Equipment Operators,6050,Miscellaneous agricultural workers,45,"Farming, Fishing, and Forestry Occupations",6050,Miscellaneous Agricultural Workers
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",6050,Miscellaneous agricultural workers,45,"Farming, Fishing, and Forestry Occupations",6050,Miscellaneous Agricultural Workers
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",6050,Miscellaneous agricultural workers,45,"Farming, Fishing, and Forestry Occupations",6050,Miscellaneous Agricultural Workers
45-3031.00,Fishing and Hunting Workers,6115,Fishing and hunting workers,45,"Farming, Fishing, and Forestry Occupations",6100,Fishers and Related Fishing Workers
45-4011.00,Forest and Conservation Workers,6120,Forest and conservation workers,45,"Farming, Fishing, and Forestry Occupations",6120,Forest and Conservation Workers
45-4021.00,Fallers,6130,Logging workers,45,"Farming, Fishing, and Forestry Occupations",6130,Logging Workers
45-4022.00,Logging Equipment Operators,6130,Logging workers,45,"Farming, Fishing, and Forestry Occupations",6130,Logging Workers
45-4023.00,Log Graders and Scalers,6130,Logging workers,45,"Farming, Fishing, and Forestry Occupations",6130,Logging Workers
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,6200,First-line supervisors of construction trades and extraction workers,47,Construction and Extraction Occupations,6200,First-Line Supervisors of Construction Trades and Extraction Workers
47-1011.03,Solar Energy Installation Managers,6200,First-line supervisors of construction trades and extraction workers,47,Construction and Extraction Occupations,6200,First-Line Supervisors of Construction Trades and Extraction Workers
47-2011.00,Boilermakers,6210,Boilermakers,47,Construction and Extraction Occupations,6210,Boilermakers
47-2021.00,Brickmasons and Blockmasons,6220,"Brickmasons, blockmasons, and stonemasons",47,Construction and Extraction Occupations,6220,"Brickmasons, Blockmasons, and Stonemasons"
47-2022.00,Stonemasons,6220,"Brickmasons, blockmasons, and stonemasons",47,Construction and Extraction Occupations,6220,"Brickmasons, Blockmasons, and Stonemasons"
47-2031.00,Carpenters,6230,Carpenters,47,Construction and Extraction Occupations,6230,Carpenters
47-2041.00,Carpet Installers,6240,"Carpet, floor, and tile installers and finishers",47,Construction and Extraction Occupations,6240,"Carpet, Floor, and Tile Installers and Finishers"
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",6240,"Carpet, floor, and tile installers and finishers",47,Construction and Extraction Occupations,6240,"Carpet, Floor, and Tile Installers and Finishers"
47-2043.00,Floor Sanders and Finishers,6240,"Carpet, floor, and tile installers and finishers",47,Construction and Extraction Occupations,6240,"Carpet, Floor, and Tile Installers and Finishers"
47-2044.00,Tile and Stone Setters,6240,"Carpet, floor, and tile installers and finishers",47,Construction and Extraction Occupations,6240,"Carpet, Floor, and Tile Installers and Finishers"
47-2051.00,Cement Masons and Concrete Finishers,6250,"Cement masons, concrete finishers, and terrazzo workers",47,Construction and Extraction Occupations,6250,"Cement Masons, Concrete Finishers, and Terrazzo Workers"
47-2053.00,Terrazzo Workers and Finishers,6250,"Cement masons, concrete finishers, and terrazzo workers",47,Construction and Extraction Occupations,6250,"Cement Masons, Concrete Finishers, and Terrazzo Workers"
47-2061.00,Construction Laborers,6260,Construction laborers,47,Construction and Extraction Occupations,6260,Construction Laborers
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",6305,Construction equipment operators,47,Construction and Extraction Occupations,6300,"Paving, Surfacing, and Tamping Equipment Operators"
47-2072.00,Pile Driver Operators,6305,Construction equipment operators,47,Construction and Extraction Occupations,6300,"Paving, Surfacing, and Tamping Equipment Operators"
47-2073.00,Operating Engineers and Other Construction Equipment Operators,6305,Construction equipment operators,47,Construction and Extraction Occupations,6320,Operating Engineers and Other Construction Equipment Operators
47-2081.00,Drywall and Ceiling Tile Installers,6330,"Drywall installers, ceiling tile installers, and tapers",47,Construction and Extraction Occupations,6330,"Drywall Installers, Ceiling Tile Installers, and Tapers"
47-2082.00,Tapers,6330,"Drywall installers, ceiling tile installers, and tapers",47,Construction and Extraction Occupations,6330,"Drywall Installers, Ceiling Tile Installers, and Tapers"
47-2111.00,Electricians,6355,Electricians,47,Construction and Extraction Occupations,6355,Electricians
47-2121.00,Glaziers,6360,Glaziers,47,Construction and Extraction Occupations,6360,Glaziers
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",6400,Insulation workers,47,Construction and Extraction Occupations,6400,Insulation Workers
47-2132.00,"Insulation Workers, Mechanical",6400,Insulation workers,47,Construction and Extraction Occupations,6400,Insulation Workers
47-2141.00,"Painters, Construction and Maintenance",6410,Painters and paperhangers,47,Construction and Extraction Occupations,6420,"Painters, Construction and Maintenance"
47-2142.00,Paperhangers,6410,Painters and paperhangers,47,Construction and Extraction Occupations,6420,"Painters, Construction and Maintenance"
47-2151.00,Pipelayers,6441,Pipelayers,47,Construction and Extraction Occupations,6440,"Pipelayers, Plumbers, Pipefitters, and Steamfitters"
47-2152.00,"Plumbers, Pipefitters, and Steamfitters",6442,"Plumbers, pipefitters, and steamfitters",47,Construction and Extraction Occupations,6440,"Pipelayers, Plumbers, Pipefitters, and Steamfitters"
47-2152.04,Solar Thermal Installers and Technicians,6442,"Plumbers, pipefitters, and steamfitters",47,Construction and Extraction Occupations,6440,"Pipelayers, Plumbers, Pipefitters, and Steamfitters"
47-2161.00,Plasterers and Stucco Masons,6460,Plasterers and stucco masons,47,Construction and Extraction Occupations,6460,Plasterers and Stucco Masons
47-2171.00,Reinforcing Iron and Rebar Workers,6500,Reinforcing iron and rebar workers,47,Construction and Extraction Occupations,6500,Reinforcing Iron and Rebar Workers
47-2181.00,Roofers,6515,Roofers,47,Construction and Extraction Occupations,6515,Roofers
47-2211.00,Sheet Metal Workers,6520,Sheet metal workers,47,Construction and Extraction Occupations,6520,Sheet Metal Workers
47-2221.00,Structural Iron and Steel Workers,6530,Structural iron and steel workers,47,Construction and Extraction Occupations,6530,Structural Iron and Steel Workers
47-2231.00,Solar Photovoltaic Installers,6540,Solar photovoltaic installers,47,Construction and Extraction Occupations,6540,Solar Photovoltaic Installers
47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",6600,"Helpers, construction trades",47,Construction and Extraction Occupations,6600,"Helpers, Construction Trades"
47-3012.00,Helpers--Carpenters,6600,"Helpers, construction trades",47,Construction and Extraction Occupations,6600,"Helpers, Construction Trades"
47-3013.00,Helpers--Electricians,6600,"Helpers, construction trades",47,Construction and Extraction Occupations,6600,"Helpers, Construction Trades"
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",6600,"Helpers, construction trades",47,Construction and Extraction Occupations,6600,"Helpers, Construction Trades"
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",6600,"Helpers, construction trades",47,Construction and Extraction Occupations,6600,"Helpers, Construction Trades"
47-3016.00,Helpers--Roofers,6600,"Helpers, construction trades",47,Construction and Extraction Occupations,6600,"Helpers, Construction Trades"
47-4011.00,Construction and Building Inspectors,6660,Construction and building inspectors,47,Construction and Extraction Occupations,6660,Construction and Building Inspectors
47-4011.01,Energy Auditors,6660,Construction and building inspectors,47,Construction and Extraction Occupations,6660,Construction and Building Inspectors
47-4021.00,Elevator and Escalator Installers and Repairers,6700,Elevator and escalator installers and repairers,47,Construction and Extraction Occupations,6700,Elevator Installers and Repairers
47-4031.00,Fence Erectors,6710,Fence erectors,47,Construction and Extraction Occupations,6710,Fence Erectors
47-4041.00,Hazardous Materials Removal Workers,6720,Hazardous materials removal workers,47,Construction and Extraction Occupations,6720,Hazardous Materials Removal Workers
47-4051.00,Highway Maintenance Workers,6730,Highway maintenance workers,47,Construction and Extraction Occupations,6730,Highway Maintenance Workers
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,6740,Rail-track laying and maintenance equipment operators,47,Construction and Extraction Occupations,6740,Rail-Track Laying and Maintenance Equipment Operators
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,6750,Septic tank servicers and sewer pipe cleaners,47,Construction and Extraction Occupations,6750,Septic Tank Servicers and Sewer Pipe Cleaners
47-4091.00,Segmental Pavers,6765,Miscellaneous construction and related workers,47,Construction and Extraction Occupations,6765,Miscellaneous Construction and Related Workers
47-4099.03,Weatherization Installers and Technicians,6765,Miscellaneous construction and related workers,47,Construction and Extraction Occupations,6765,Miscellaneous Construction and Related Workers
47-5011.00,"Derrick Operators, Oil and Gas",6800,"Derrick, rotary drill, and service unit operators, oil and gas",47,Construction and Extraction Occupations,6800,"Derrick, Rotary Drill, and Service Unit Operators, Oil, Gas, and Mining"
47-5012.00,"Rotary Drill Operators, Oil and Gas",6800,"Derrick, rotary drill, and service unit operators, oil and gas",47,Construction and Extraction Occupations,6800,"Derrick, Rotary Drill, and Service Unit Operators, Oil, Gas, and Mining"
47-5013.00,"Service Unit Operators, Oil and Gas",6800,"Derrick, rotary drill, and service unit operators, oil and gas",47,Construction and Extraction Occupations,6800,"Derrick, Rotary Drill, and Service Unit Operators, Oil, Gas, and Mining"
47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining",6821,"Excavating and loading machine and dragline operators, surface mining",47,Construction and Extraction Occupations,6800,"Derrick, Rotary Drill, and Service Unit Operators, Oil, Gas, and Mining"
47-5023.00,"Earth Drillers, Except Oil and Gas",6825,"Earth drillers, except oil and gas",47,Construction and Extraction Occupations,6820,"Earth Drillers, Except Oil and Gas"
47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters",6835,"Explosives workers, ordnance handling experts, and blasters",47,Construction and Extraction Occupations,6830,"Explosives Workers, Ordnance Handling Experts, and Blasters"
47-5041.00,Continuous Mining Machine Operators,6850,Underground mining machine operators,47,Construction and Extraction Occupations,6840,Mining Machine Operators
47-5043.00,"Roof Bolters, Mining",6950,Other extraction workers,47,Construction and Extraction Occupations,6940,Other Extraction Workers
47-5044.00,"Loading and Moving Machine Operators, Underground Mining",6850,Underground mining machine operators,47,Construction and Extraction Occupations,6840,Mining Machine Operators
47-5051.00,"Rock Splitters, Quarry",6950,Other extraction workers,47,Construction and Extraction Occupations,6940,Other Extraction Workers
47-5071.00,"Roustabouts, Oil and Gas",6920,"Roustabouts, oil and gas",47,Construction and Extraction Occupations,6920,"Roustabouts, Oil and Gas"
47-5081.00,Helpers--Extraction Workers,6950,Other extraction workers,47,Construction and Extraction Occupations,6940,Other Extraction Workers
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",7000,"First-line supervisors of mechanics, installers, and repairers",49,"Installation, Maintenance, and Repair Occupations",7000,"First-Line Supervisors of Mechanics, Installers, and Repairers"
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",7010,"Computer, automated teller, and office machine repairers",49,"Installation, Maintenance, and Repair Occupations",7010,"Computer, Automated Teller, and Office Machine Repairers"
49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",7020,Radio and telecommunications equipment installers and repairers,49,"Installation, Maintenance, and Repair Occupations",7020,Radio and Telecommunications Equipment Installers and Repairers
49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",7020,Radio and telecommunications equipment installers and repairers,49,"Installation, Maintenance, and Repair Occupations",7020,Radio and Telecommunications Equipment Installers and Repairers
49-2091.00,Avionics Technicians,7030,Avionics technicians,49,"Installation, Maintenance, and Repair Occupations",7030,Avionics Technicians
49-2092.00,"Electric Motor, Power Tool, and Related Repairers",7040,"Electric motor, power tool, and related repairers",49,"Installation, Maintenance, and Repair Occupations",7040,"Electric Motor, Power Tool, and Related Repairers"
49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",7050,"Electrical and electronics installers and repairers, transportation equipment",49,"Installation, Maintenance, and Repair Occupations",7050,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",7100,"Electrical and electronics repairers, industrial and utility",49,"Installation, Maintenance, and Repair Occupations",7100,"Electrical and Electronics Repairers, Industrial and Utility "
49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",7100,"Electrical and electronics repairers, industrial and utility",49,"Installation, Maintenance, and Repair Occupations",7100,"Electrical and Electronics Repairers, Industrial and Utility "
49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",7110,"Electronic equipment installers and repairers, motor vehicles",49,"Installation, Maintenance, and Repair Occupations",7110,"Electronic Equipment Installers and Repairers, Motor Vehicles"
49-2097.00,Audiovisual Equipment Installers and Repairers,7120,Audiovisual equipment installers and repairers,49,"Installation, Maintenance, and Repair Occupations",7120,Electronic Home Entertainment Equipment Installers and Repairers
49-2098.00,Security and Fire Alarm Systems Installers,7130,Security and fire alarm systems installers,49,"Installation, Maintenance, and Repair Occupations",7130,Security and Fire Alarm Systems Installers
49-3011.00,Aircraft Mechanics and Service Technicians,7140,Aircraft mechanics and service technicians,49,"Installation, Maintenance, and Repair Occupations",7140,Aircraft Mechanics and Service Technicians
49-3021.00,Automotive Body and Related Repairers,7150,Automotive body and related repairers,49,"Installation, Maintenance, and Repair Occupations",7150,Automotive Body and Related Repairers
49-3022.00,Automotive Glass Installers and Repairers,7160,Automotive glass installers and repairers,49,"Installation, Maintenance, and Repair Occupations",7160,Automotive Glass Installers and Repairers
49-3023.00,Automotive Service Technicians and Mechanics,7200,Automotive service technicians and mechanics,49,"Installation, Maintenance, and Repair Occupations",7200,Automotive Service Technicians and Mechanics
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,7210,Bus and truck mechanics and diesel engine specialists,49,"Installation, Maintenance, and Repair Occupations",7210,Bus and Truck Mechanics and Diesel Engine Specialists
49-3041.00,Farm Equipment Mechanics and Service Technicians,7220,Heavy vehicle and mobile equipment service technicians and mechanics,49,"Installation, Maintenance, and Repair Occupations",7220,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",7220,Heavy vehicle and mobile equipment service technicians and mechanics,49,"Installation, Maintenance, and Repair Occupations",7220,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics
49-3043.00,Rail Car Repairers,7220,Heavy vehicle and mobile equipment service technicians and mechanics,49,"Installation, Maintenance, and Repair Occupations",7220,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics
49-3051.00,Motorboat Mechanics and Service Technicians,7240,Small engine mechanics,49,"Installation, Maintenance, and Repair Occupations",7240,Small Engine Mechanics
49-3052.00,Motorcycle Mechanics,7240,Small engine mechanics,49,"Installation, Maintenance, and Repair Occupations",7240,Small Engine Mechanics
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,7240,Small engine mechanics,49,"Installation, Maintenance, and Repair Occupations",7240,Small Engine Mechanics
49-3091.00,Bicycle Repairers,7260,"Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",49,"Installation, Maintenance, and Repair Occupations",7260,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers"
49-3092.00,Recreational Vehicle Service Technicians,7260,"Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",49,"Installation, Maintenance, and Repair Occupations",7260,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers"
49-3093.00,Tire Repairers and Changers,7260,"Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers",49,"Installation, Maintenance, and Repair Occupations",7260,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers"
49-9011.00,Mechanical Door Repairers,7300,Control and valve installers and repairers,49,"Installation, Maintenance, and Repair Occupations",7300,Control and Valve Installers and Repairers
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",7300,Control and valve installers and repairers,49,"Installation, Maintenance, and Repair Occupations",7300,Control and Valve Installers and Repairers
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",7315,"Heating, air conditioning, and refrigeration mechanics and installers",49,"Installation, Maintenance, and Repair Occupations",7315,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
49-9031.00,Home Appliance Repairers,7320,Home appliance repairers,49,"Installation, Maintenance, and Repair Occupations",7320,Home Appliance Repairers
49-9041.00,Industrial Machinery Mechanics,7330,Industrial and refractory machinery mechanics,49,"Installation, Maintenance, and Repair Occupations",7330,Industrial and Refractory Machinery Mechanics
49-9043.00,"Maintenance Workers, Machinery",7350,"Maintenance workers, machinery",49,"Installation, Maintenance, and Repair Occupations",7350,"Maintenance Workers, Machinery"
49-9044.00,Millwrights,7360,Millwrights,49,"Installation, Maintenance, and Repair Occupations",7360,Millwrights
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",7330,Industrial and refractory machinery mechanics,49,"Installation, Maintenance, and Repair Occupations",7330,Industrial and Refractory Machinery Mechanics
49-9051.00,Electrical Power-Line Installers and Repairers,7410,Electrical power-line installers and repairers,49,"Installation, Maintenance, and Repair Occupations",7410,Electrical Power-Line Installers and Repairers
49-9052.00,Telecommunications Line Installers and Repairers,7420,Telecommunications line installers and repairers,49,"Installation, Maintenance, and Repair Occupations",7420,Telecommunications Line Installers and Repairers
49-9061.00,Camera and Photographic Equipment Repairers,7430,Precision instrument and equipment repairers,49,"Installation, Maintenance, and Repair Occupations",7430,Precision Instrument and Equipment Repairers
49-9062.00,Medical Equipment Repairers,7430,Precision instrument and equipment repairers,49,"Installation, Maintenance, and Repair Occupations",7430,Precision Instrument and Equipment Repairers
49-9063.00,Musical Instrument Repairers and Tuners,7430,Precision instrument and equipment repairers,49,"Installation, Maintenance, and Repair Occupations",7430,Precision Instrument and Equipment Repairers
49-9064.00,Watch and Clock Repairers,7430,Precision instrument and equipment repairers,49,"Installation, Maintenance, and Repair Occupations",7430,Precision Instrument and Equipment Repairers
49-9071.00,"Maintenance and Repair Workers, General",7340,"Maintenance and repair workers, general",49,"Installation, Maintenance, and Repair Occupations",7340,"Maintenance and Repair Workers, General"
49-9081.00,Wind Turbine Service Technicians,7440,Wind turbine service technicians,49,"Installation, Maintenance, and Repair Occupations",7440,Wind Turbine Service Technicians
49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",7510,"Coin, vending, and amusement machine servicers and repairers",49,"Installation, Maintenance, and Repair Occupations",7510,"Coin, Vending, and Amusement Machine Servicers and Repairers"
49-9092.00,Commercial Divers,7520,Commercial divers,49,"Installation, Maintenance, and Repair Occupations",7520,Commercial Divers
49-9094.00,Locksmiths and Safe Repairers,7540,Locksmiths and safe repairers,49,"Installation, Maintenance, and Repair Occupations",7540,Locksmiths and Safe Repairers
49-9095.00,Manufactured Building and Mobile Home Installers,7550,Manufactured building and mobile home installers,49,"Installation, Maintenance, and Repair Occupations",7550,Manufactured Building and Mobile Home Installers
49-9096.00,Riggers,7560,Riggers,49,"Installation, Maintenance, and Repair Occupations",7560,Riggers
49-9097.00,Signal and Track Switch Repairers,7640,"Other installation, maintenance, and repair workers",49,"Installation, Maintenance, and Repair Occupations",7630,"Other Installation, Maintenance, and Repair Workers"
49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",7610,"Helpers--installation, maintenance, and repair workers",49,"Installation, Maintenance, and Repair Occupations",7610,"Helpers--Installation, Maintenance, and Repair Workers"
49-9099.01,Geothermal Technicians,7640,"Other installation, maintenance, and repair workers",49,"Installation, Maintenance, and Repair Occupations",7630,"Other Installation, Maintenance, and Repair Workers"
51-1011.00,First-Line Supervisors of Production and Operating Workers,7700,First-line supervisors of production and operating workers,51,Production Occupations,7700,First-Line Supervisors of Production and Operating Workers
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",7710,"Aircraft structure, surfaces, rigging, and systems assemblers",51,Production Occupations,7710,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
51-2021.00,"Coil Winders, Tapers, and Finishers",7720,"Electrical, electronics, and electromechanical assemblers",51,Production Occupations,7720,"Electrical, Electronics, and Electromechanical Assemblers"
51-2022.00,Electrical and Electronic Equipment Assemblers,7720,"Electrical, electronics, and electromechanical assemblers",51,Production Occupations,7720,"Electrical, Electronics, and Electromechanical Assemblers"
51-2023.00,Electromechanical Equipment Assemblers,7720,"Electrical, electronics, and electromechanical assemblers",51,Production Occupations,7720,"Electrical, Electronics, and Electromechanical Assemblers"
51-2031.00,Engine and Other Machine Assemblers,7730,Engine and other machine assemblers,51,Production Occupations,7730,Engine and Other Machine Assemblers
51-2041.00,Structural Metal Fabricators and Fitters,7740,Structural metal fabricators and fitters,51,Production Occupations,7740,Structural Metal Fabricators and Fitters
51-2051.00,Fiberglass Laminators and Fabricators,7750,Other assemblers and fabricators,51,Production Occupations,7750,Miscellaneous Assemblers and Fabricators
51-2061.00,Timing Device Assemblers and Adjusters,7750,Other assemblers and fabricators,51,Production Occupations,7750,Miscellaneous Assemblers and Fabricators
51-2092.00,Team Assemblers,7750,Other assemblers and fabricators,51,Production Occupations,7750,Miscellaneous Assemblers and Fabricators
51-3011.00,Bakers,7800,Bakers,51,Production Occupations,7800,Bakers
51-3021.00,Butchers and Meat Cutters,7810,"Butchers and other meat, poultry, and fish processing workers",51,Production Occupations,7810,"Butchers and Other Meat, Poultry, and Fish Processing Workers"
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",7810,"Butchers and other meat, poultry, and fish processing workers",51,Production Occupations,7810,"Butchers and Other Meat, Poultry, and Fish Processing Workers"
51-3023.00,Slaughterers and Meat Packers,7810,"Butchers and other meat, poultry, and fish processing workers",51,Production Occupations,7810,"Butchers and Other Meat, Poultry, and Fish Processing Workers"
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",7830,"Food and tobacco roasting, baking, and drying machine operators and tenders",51,Production Occupations,7830,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
51-3092.00,Food Batchmakers,7840,Food batchmakers,51,Production Occupations,7840,Food Batchmakers
51-3093.00,Food Cooking Machine Operators and Tenders,7850,Food cooking machine operators and tenders,51,Production Occupations,7850,Food Cooking Machine Operators and Tenders
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",7925,"Forming machine setters, operators, and tenders, metal and plastic",51,Production Occupations,7920,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",7925,"Forming machine setters, operators, and tenders, metal and plastic",51,Production Occupations,7930,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",7925,"Forming machine setters, operators, and tenders, metal and plastic",51,Production Occupations,7940,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",7950,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",51,Production Occupations,7950,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",8025,"Other machine tool setters, operators, and tenders, metal and plastic",51,Production Occupations,8020,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",8000,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",51,Production Occupations,8000,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",8025,"Other machine tool setters, operators, and tenders, metal and plastic",51,Production Occupations,8020,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",8025,"Other machine tool setters, operators, and tenders, metal and plastic",51,Production Occupations,8020,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4041.00,Machinists,8030,Machinists,51,Production Occupations,8030,Machinists
51-4051.00,Metal-Refining Furnace Operators and Tenders,8040,"Metal furnace operators, tenders, pourers, and casters",51,Production Occupations,8040,"Metal Furnace Operators, Tenders, Pourers, and Casters"
51-4052.00,"Pourers and Casters, Metal",8040,"Metal furnace operators, tenders, pourers, and casters",51,Production Occupations,8040,"Metal Furnace Operators, Tenders, Pourers, and Casters"
51-4061.00,"Model Makers, Metal and Plastic",8060,"Model makers and patternmakers, metal and plastic",51,Production Occupations,8060,"Model Makers and Patternmakers, Metal and Plastic"
51-4062.00,"Patternmakers, Metal and Plastic",8060,"Model makers and patternmakers, metal and plastic",51,Production Occupations,8060,"Model Makers and Patternmakers, Metal and Plastic"
51-4071.00,Foundry Mold and Coremakers,8100,"Molders and molding machine setters, operators, and tenders, metal and plastic",51,Production Occupations,8100,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",8100,"Molders and molding machine setters, operators, and tenders, metal and plastic",51,Production Occupations,8100,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",8100,"Molders and molding machine setters, operators, and tenders, metal and plastic",51,Production Occupations,8100,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic"
51-4111.00,Tool and Die Makers,8130,Tool and die makers,51,Production Occupations,8130,Tool and Die Makers
51-4121.00,"Welders, Cutters, Solderers, and Brazers",8140,"Welding, soldering, and brazing workers",51,Production Occupations,8140,"Welding, Soldering, and Brazing Workers"
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",8140,"Welding, soldering, and brazing workers",51,Production Occupations,8140,"Welding, Soldering, and Brazing Workers"
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",8225,Other metal workers and plastic workers,51,Production Occupations,8220,"Metal Workers and Plastic Workers, All Other"
51-4192.00,"Layout Workers, Metal and Plastic",8225,Other metal workers and plastic workers,51,Production Occupations,8220,"Metal Workers and Plastic Workers, All Other"
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",8225,Other metal workers and plastic workers,51,Production Occupations,8220,"Metal Workers and Plastic Workers, All Other"
51-4194.00,"Tool Grinders, Filers, and Sharpeners",8225,Other metal workers and plastic workers,51,Production Occupations,8220,"Metal Workers and Plastic Workers, All Other"
51-5111.00,Prepress Technicians and Workers,8250,Prepress technicians and workers,51,Production Occupations,8250,Prepress Technicians and Workers
51-5112.00,Printing Press Operators,8255,Printing press operators,51,Production Occupations,8255,Printing Press Operators
51-5113.00,Print Binding and Finishing Workers,8256,Print binding and finishing workers,51,Production Occupations,8256,Print Binding and Finishing Workers
